ofertas,tipo_de_producto,disco_duro_tipo_de_disco_duro,grafica_salida_de_video,comunicaciones_conectividad,comunicaciones_version_bluetooth,comunicaciones_estandar_wifi,procesador_fabricante,disco_duro_numero_de_discos_duros_instalados,ram_tipo,grafica_tipo_memoria,sistema_operativo_arquitectura_bit,almacenamiento_lector_optico,comunicaciones_estandar_lan,conectividad_conexion,otras_caracteristicas_articulo_incluido,otras_caracteristicas_certificado,grafica_caracteristica_tarjeta,tipo,conectividad_conexion_frontal,propiedades_de_la_carcasa_tipo_de_caja,propiedades_de_la_carcasa_color,propiedades_de_la_carcasa_material_de_la_carcasa,adecuado_para,procesador_numero_de_hilos_de_ejecucion,ram_numero_ranuras_memoria,propiedades_de_la_carcasa_bahia_interna_de_2_5,propiedades_de_la_carcasa_bahia_interna_de_3_5,disco_duro_capacidad_disco_duro_tb,propiedades_de_la_carcasa_bahia_externa_de_5_25,caracteristicas_especiales,almacenamiento_formato_audiovisual_compatible,otras_caracteristicas_modo_de_sonido,propiedades_de_la_carcasa_superficie_del_material,disco_duro_capacidad_disco_duro_gb,propiedades_de_la_carcasa_bahia_externa_de_3_5,procesador_placa_base,otras_caracteristicas_certificado_rohs,sistema_operativo_software_incluido,procesador_procesadores_compatibles,precio_min,precio_max,precio_mean,medidas_y_peso_profundidad_cm,medidas_y_peso_ancho_cm,medidas_y_peso_peso_kg,procesador_cache_mb,ram_memoria_gb,ram_frecuencia_de_la_memoria_mhz,disco_duro_capacidad_de_memoria_ssd_gb,procesador_frecuencia_de_reloj_ghz,procesador_frecuencia_turbo_max_ghz,ram_extension_de_memoria_maxima_gb,disco_duro_velocidad_de_rotacion_del_disco_duro_rpm,medidas_y_peso_alto_cm,procesador_frecuencia_del_reloj_ghz,procesador_tdp_watts,titulo_freq,procesador_freq,grafica_tarjeta_freq,serie_freq,otras_caracteristicas_equipamiento_freq,procesador_nombre_clave_freq,propiedades_de_la_carcasa_alimentacion_freq,grafica_memoria_freq,procesador_tipo_freq,procesador_chipset_de_la_placa_base_freq,sistema_operativo_sistema_operativo_freq,procesador_numero_nucleos_freq,grafica_numero_de_ranuras_para_pcie_freq,procesador_zocalo_de_cpu_freq,Categoria_General
1.0,PC gaming,disco duro SSD,,,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,753.9,753.9,753.9,,,,12.0,16.0,,1000.0,2.9,4.3,,,,2.9,65.0,1,133.0,183.0,,2259.0,118.0,57.0,412.0,947.0,,1182.0,813.0,,,Desktop_PC
1.0,PC de oficina,disco duro M.2 SSD,,Ethernet,,,Intel,1.0,DDR4,,,grabadora DVD,Ethernet 10/100/1000,,,,,Desktop,,factor de forma pequeño (SFF),negro,,empresas,12.0,,,,,,,,,,,,,,,,888.0,888.0,888.0,29.4,14.5,5.5,18.0,16.0,3200.0,512.0,2.5,4.4,64.0,,34.0,2.5,65.0,1,79.0,202.0,213.0,2259.0,529.0,43.0,3731.0,947.0,,1182.0,813.0,,749.0,Desktop_PC
2.0,Mini PC,,HDMI,"wifi, Ethernet",,,,,DDR5,,,ninguno,LAN 10/100/1000/2500,,,,,Desktop,1 entrada de auriculares,mini ITX,,,,,,,,,,,,,,,,,,,,743.0,831.99,787.5,12.7,13.0,,,,,1000.0,,,,,6.0,,,1,22.0,51.0,,2259.0,,931.0,3731.0,108.0,,,,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,1.0,,,,,,,,,,Desktop,,desktop,,,gaming,24.0,,,,,,,,,,,,,,,,1689.9,1689.9,1689.9,,,,64.0,32.0,,2000.0,4.7,5.6,,,,4.7,170.0,1,12.0,487.0,,2259.0,94.0,148.0,679.0,108.0,,,297.0,,167.0,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6X,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,2114.95,2114.95,2114.95,,,,30.0,32.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,74.0,,2259.0,866.0,,412.0,833.0,,,337.0,,,Desktop_PC
2.0,PC gaming,disco duro SSD,,wifi,,,Intel,,DDR5,,,,,,,,,Desktop,,semitorre,negro,,gaming,20.0,,,,,,,,,,,,,,,,2335.47,3050.41,2692.94,,,,24.0,32.0,,2000.0,3.5,5.3,,,,3.5,125.0,1,15.0,74.0,,2259.0,866.0,24.0,,947.0,,,163.0,,,Desktop_PC
1.0,PC gaming,,,Ethernet,,,,2.0,DDR4,,,,Ethernet 10/100/1000,,,,Ray tracing,Desktop,,torre,negro,,,,,,,2 TB,,,,,,,,,,,,4142.8,4142.8,4142.8,,,,,16.0,,500.0,,,,,,,,1,4.0,3.0,,2259.0,,,30.0,,,398.0,,,,Desktop_PC
1.0,PC de oficina,disco duro SSD,,"wifi, Ethernet",Bluetooth 4.2,,Intel,1.0,DDR4,,64.0,ninguno,,,,,DirectX 12,Desktop,,mini ITX,negro,,empresas,4.0,,,,,,,,,mate,,,,,,,701.99,701.99,701.99,,,,6.0,8.0,2400.0,256.0,2.7,3.8,32.0,,,3.4,65.0,1,7.0,20.0,112.0,2259.0,14.0,931.0,2.0,947.0,2.0,12.0,397.0,,40.0,Desktop_PC
1.0,PC gaming,disco duro SSD,,,,,AMD,,DDR4,,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,1542.9,1542.9,1542.9,,,,64.0,32.0,,1000.0,3.7,4.8,,,,3.7,105.0,1,33.0,358.0,,2259.0,159.0,95.0,,108.0,,1182.0,297.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,1.0,,,,,,,,,,Desktop,,desktop,,,gaming,16.0,,,,,,,,,,,,,,,,1639.9,1639.9,1639.9,,,,32.0,32.0,,2000.0,3.4,4.6,,,,3.4,65.0,1,70.0,29.0,,2259.0,159.0,95.0,193.0,295.0,,,589.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,1559.95,1559.95,1559.95,,,,30.0,16.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,78.0,,2259.0,866.0,,679.0,833.0,,,337.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,,,,Intel,,,,,,,,,,,Desktop,,,,,,12.0,,,,,,,,,,,,,,,,1156.33,1156.33,1156.33,,,,18.0,32.0,,1000.0,2.5,4.4,,,,2.5,65.0,1,104.0,487.0,,2259.0,529.0,148.0,,947.0,,,813.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,Ethernet,,,Intel,,DDR5,,,,Ethernet 10/100/1000,,,,,Desktop,,semitorre,negro,,gaming,24.0,,,,,,,,,,,,,,,,3160.99,3160.99,3160.99,51.0,21.5,,30.0,32.0,,2000.0,3.4,5.4,,,49.0,3.4,125.0,1,32.0,24.0,,2259.0,866.0,931.0,30.0,833.0,,398.0,337.0,,749.0,Desktop_PC
1.0,Workstation,disco duro HDD,,Ethernet,,,Intel,1.0,DDR4,,64.0,grabadora DVD,,,,,,Desktop,,minitorre,negro,,empresas,12.0,,,,1 TB,,compatible 4K,,,mate,,,,,,,2451.75,2451.75,2451.75,,,,12.0,16.0,2666.0,,3.2,4.6,,7200.0,,3.2,65.0,1,6.0,1.0,16.0,,21.0,931.0,679.0,833.0,6.0,200.0,813.0,34.0,40.0,Desktop_PC
1.0,PC gaming,disco duro SSD,,,,,AMD,,DDR4,,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,842.9,842.9,842.9,,,,32.0,16.0,,1000.0,3.6,4.2,,,,3.6,65.0,1,31.0,164.0,,2259.0,26.0,57.0,193.0,327.0,,1182.0,813.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,Intel,1.0,,,,,,,,,,Desktop,,desktop,,,gaming,12.0,,,,,,,,,,,,,,,,1399.9,1399.9,1399.9,,,,18.0,32.0,,2000.0,3.3,4.8,,,,3.3,65.0,1,12.0,487.0,,2259.0,529.0,148.0,679.0,947.0,,,813.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,AMD,,DDR4,,,,,,,,,Desktop,,,,,gaming,4.0,,,,,,,,,,,,,,,,614.95,614.95,614.95,,,,4.0,8.0,,500.0,3.6,4.0,,,,3.6,65.0,1,79.0,99.0,,2259.0,89.0,,3731.0,100.0,,,397.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro SSD,,,,,Intel,1.0,,,,,,,,,,Desktop,,torre,,,gaming,28.0,,,,,,,,,,,,,,,,3251.54,3251.54,3251.54,,,,33.0,32.0,,1000.0,3.4,5.6,,,,3.4,125.0,1,37.0,76.0,,2259.0,207.0,68.0,,833.0,,,160.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,Ethernet,,,AMD,1.0,,GDDR6,,,Ethernet 10/100/1000,,,,,Desktop,,semitorre,,,gaming,12.0,,,,,,,,,,,,,,,,1941.18,1941.18,1941.18,43.0,21.0,,32.0,32.0,,2000.0,3.7,5.0,,,44.0,3.7,65.0,1,14.0,15.0,,2259.0,94.0,931.0,412.0,327.0,,398.0,813.0,,167.0,Desktop_PC
1.0,PC de oficina,disco duro SSD,DisplayPort,Ethernet,Bluetooth 5.0,IEEE 802.11ac,AMD,1.0,DDR4,,64.0,ninguno,,,,,,Desktop,,factor de forma ultrapequeño (USFF),,,empresas,,2.0,1.0,,,,,,,,,,,,,,876.16,876.16,876.16,17.5,17.7,1.3,,,2666.0,,,,32.0,,3.0,,,1,,,16.0,2259.0,,59.0,,,1.0,200.0,397.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro SSD,,,,,Intel,1.0,DDR4,,,,,,,,,Desktop,,,,,gaming,16.0,,,,,,,,,,,,,,,,1185.9,1185.9,1185.9,,,,16.0,32.0,,1000.0,3.5,5.3,,,,3.5,125.0,1,7.0,487.0,,2259.0,220.0,93.0,15.0,356.0,,1182.0,589.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,1.0,,,,,,,,,,Desktop,,desktop,,,gaming,12.0,,,,,,,,,,,,,,,,1879.9,1879.9,1879.9,,,,32.0,32.0,,2000.0,4.7,5.3,,,,4.7,105.0,1,17.0,29.0,,2259.0,94.0,95.0,193.0,327.0,,,813.0,,167.0,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,1524.95,1524.95,1524.95,,,,30.0,16.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,191.0,,2259.0,866.0,,679.0,833.0,,,337.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,,,,AMD,1.0,,,,,,,,,,Desktop,,torre,,,gaming,16.0,,,,,,,,,,,,,,,,1551.82,1551.82,1551.82,,,,32.0,32.0,,1000.0,3.4,4.6,,,,3.4,65.0,1,70.0,14.0,,2259.0,159.0,95.0,,295.0,,,589.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,1.0,,GDDR6X,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,2175.76,2175.76,2175.76,,,,64.0,32.0,,2000.0,3.7,4.8,,,,3.7,105.0,1,33.0,358.0,,2259.0,159.0,,412.0,108.0,,389.0,297.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,1275.9,1275.9,1275.9,,,,64.0,64.0,,1000.0,3.7,4.8,,,,3.7,105.0,1,33.0,487.0,,2259.0,159.0,93.0,,108.0,,1182.0,297.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,1.0,,,,,,,,,,Desktop,,desktop,,,gaming,24.0,,,,,,,,,,,,,,,,1379.9,1379.9,1379.9,,,,64.0,32.0,,2000.0,3.7,4.8,,,,3.7,105.0,1,33.0,487.0,,2259.0,159.0,148.0,679.0,108.0,,,297.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,,,,,,,,,Desktop,,,,,gaming,4.0,,,,,,,,,,,,,,,,522.95,522.95,522.95,,,,4.0,8.0,,1000.0,3.6,4.0,,,,3.6,65.0,1,79.0,99.0,,2259.0,89.0,,3731.0,100.0,,,397.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,Intel,,DDR5,,,,,,,,,Desktop,,semitorre,negro,,gaming,24.0,,,,,,,,,,,,,,,,4075.64,4075.64,4075.64,,,,30.0,32.0,,1000.0,3.4,5.4,,,,3.4,125.0,1,32.0,54.0,,2259.0,866.0,68.0,,833.0,,,337.0,,,Desktop_PC
1.0,PC de oficina,disco duro SSD,,"wifi, Bluetooth",,,Intel,,DDR4,,,,,,,,,Desktop,,,,,,12.0,,,,,,,,,,,,,,,,581.9,581.9,581.9,,,,18.0,16.0,,512.0,2.5,4.4,,,,2.5,65.0,1,79.0,202.0,,2259.0,529.0,,3731.0,947.0,,200.0,813.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,1174.95,1174.95,1174.95,,,,30.0,16.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,78.0,,2259.0,866.0,,679.0,833.0,,,337.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,,,,Intel,,,,,,,,,,,Desktop,,,,,gaming,20.0,,,,,,,,,,,,,,,,1998.7,1998.7,1998.7,,,,24.0,32.0,,2000.0,2.6,5.0,,,,2.6,65.0,1,36.0,66.0,,,207.0,95.0,,947.0,,,163.0,,,Desktop_PC
1.0,PC de oficina,disco duro SSD,,,,,Intel,,DDR4,,,,,,,,,Desktop,,semitorre,,,empresas,12.0,,,,,,,,,,,,,,,,519.9,519.9,519.9,,,,12.0,32.0,,1000.0,2.6,4.4,,,,2.6,65.0,1,13.0,202.0,,2259.0,220.0,148.0,3731.0,947.0,,1182.0,813.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,,,,,,,,,Desktop,,,,,gaming,4.0,,,,,,,,,,,,,,,,624.95,624.95,624.95,,,,4.0,16.0,,480.0,3.6,4.0,,,,3.6,65.0,1,79.0,99.0,,2259.0,89.0,,3731.0,100.0,,,397.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro SSD,,,,,Intel,,DDR4,,,,,,,,,Desktop,,,,,,20.0,,,,,,,,,,,,,,,,1981.75,1981.75,1981.75,,,,24.0,32.0,3600.0,1000.0,2.5,4.8,,,,2.5,65.0,1,84.0,74.0,,,866.0,,,947.0,,,297.0,,749.0,Desktop_PC
1.0,PC gaming,disco duro SSD,,,,,Intel,,DDR4,,,,,,,,,Desktop,,,,,gaming,16.0,,,,,,,,,,,,,,,,1485.9,1485.9,1485.9,,,,16.0,32.0,,1000.0,3.5,5.3,,,,3.5,125.0,1,7.0,358.0,,2259.0,220.0,148.0,15.0,356.0,,1182.0,589.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,1449.95,1449.95,1449.95,,,,30.0,16.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,487.0,,2259.0,866.0,,679.0,833.0,,,337.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,,,,Intel,,,,,,,,,,,Desktop,,,,,,20.0,,,,,,,,,,,,,,,,2015.33,2015.33,2015.33,,,,24.0,32.0,,2000.0,3.5,5.3,,,,3.5,125.0,1,15.0,66.0,,2259.0,207.0,68.0,,947.0,,,163.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,,GDDR6,,,,,,,,Desktop,,,,,gaming,16.0,,,,,,,,,,,,,,,,1458.9,1458.9,1458.9,,,,32.0,32.0,,2000.0,3.8,5.3,,,,3.8,65.0,1,13.0,191.0,,2259.0,94.0,148.0,679.0,295.0,,1182.0,589.0,,167.0,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,16.0,,,,,,,,,,,,,,,,1549.95,1549.95,1549.95,,,,16.0,16.0,,1000.0,2.5,4.9,,,,2.5,65.0,1,120.0,191.0,,2259.0,220.0,,679.0,833.0,,,589.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,,,,Intel,,,,,,,,,,,Desktop,,,,,,20.0,,,,,,,,,,,,,,,,2596.42,2596.42,2596.42,,,,24.0,32.0,,1000.0,3.5,5.3,,,,3.5,125.0,1,15.0,358.0,,2259.0,207.0,95.0,,947.0,,,163.0,,,Desktop_PC
1.0,PC de oficina,disco duro SSD,,,,,Intel,,DDR4,,,,,,,,,Desktop,,semitorre,,,empresas,12.0,,,,,,,,,,,,,,,,490.9,490.9,490.9,,,,12.0,16.0,,1000.0,2.6,4.4,,,,2.6,65.0,1,13.0,202.0,,2259.0,220.0,148.0,3731.0,947.0,,1182.0,813.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR5,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,749.95,749.95,749.95,,,,12.0,16.0,,1000.0,2.9,4.3,,,,2.9,65.0,1,133.0,89.0,,2259.0,118.0,,124.0,947.0,,,813.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,,,,,,,,,Desktop,,minitorre,negro,,gaming,12.0,,,,,,,,,,,,,,,,1282.12,1282.12,1282.12,,,,32.0,16.0,,1000.0,3.5,4.4,,,,3.5,65.0,1,11.0,1.0,,2259.0,159.0,65.0,193.0,327.0,,,813.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,16.0,,,,,,,,,,,,,,,,1199.95,1199.95,1199.95,,,,16.0,16.0,,1000.0,2.5,4.9,,,,2.5,65.0,1,120.0,90.0,,2259.0,220.0,,679.0,833.0,,,589.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,,,,AMD,,,,,,,,,,,Desktop,,,,,,12.0,,,,,,,,,,,,,,,,2489.86,2489.86,2489.86,,,,32.0,32.0,,1000.0,3.8,5.1,,,,3.8,65.0,1,7.0,358.0,,2259.0,94.0,95.0,,327.0,,,813.0,,167.0,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6X,,,,,,,,Desktop,,,,,gaming,16.0,,,,,,,,,,,,,,,,1799.95,1799.95,1799.95,,,,16.0,16.0,,1000.0,2.5,4.9,,,,2.5,65.0,1,120.0,74.0,,2259.0,220.0,,412.0,833.0,,,589.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,,,,AMD,1.0,,,,,,,,,,Desktop,,torre,,,gaming,16.0,,,,,,,,,,,,,,,,4259.69,4259.69,4259.69,,,,96.0,32.0,,2000.0,4.2,5.0,,,,4.2,120.0,1,33.0,54.0,,2259.0,94.0,24.0,,295.0,,389.0,589.0,,167.0,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6X,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,2329.95,2329.95,2329.95,,,,30.0,32.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,74.0,,2259.0,866.0,,412.0,833.0,,,337.0,,,Desktop_PC
2.0,PC gaming,disco duro SSD,,,,,AMD,1.0,,,,,,,,,,Desktop,,torre,,,gaming,16.0,,,,,,,,,,,,,,,,4166.53,4602.8,4384.66,,,,96.0,32.0,,2000.0,4.2,5.0,,,,4.2,120.0,1,33.0,4.0,,2259.0,94.0,68.0,,295.0,,1182.0,589.0,,167.0,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,16.0,,,,,,,,,,,,,,,,1579.95,1579.95,1579.95,,,,16.0,32.0,,1000.0,2.5,5.0,,,,2.2,65.0,1,75.0,183.0,,2259.0,220.0,,412.0,356.0,,,589.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,,,,Intel,,DDR4,,,,,,,,,Desktop,,semitorre,negro,,gaming,20.0,,,,,,,,,,,,,,,,2564.33,2564.33,2564.33,,,,24.0,16.0,,1000.0,2.5,4.8,,,,2.5,65.0,1,84.0,358.0,,2259.0,866.0,148.0,193.0,947.0,,,163.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,16.0,,,,,,,,,,,,,,,,989.95,989.95,989.95,,,,16.0,16.0,,1000.0,2.5,4.9,,,,2.5,65.0,1,120.0,164.0,,2259.0,220.0,,679.0,833.0,,,589.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,,,,Intel,,,,,,,,,,,Desktop,,,,,,16.0,,,,,,,,,,,,,,,,2597.93,2597.93,2597.93,,,,20.0,32.0,,1000.0,2.5,4.6,,,,2.5,65.0,1,47.0,74.0,,2259.0,866.0,95.0,,947.0,,,233.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,989.95,989.95,989.95,,,,8.0,16.0,,480.0,3.6,4.1,,,,3.6,65.0,1,120.0,487.0,,2259.0,,,679.0,327.0,,,813.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,16.0,,,,,,,,,,,,,,,,1549.95,1549.95,1549.95,,,,16.0,32.0,,1000.0,2.5,5.0,,,,2.2,65.0,1,75.0,70.0,,2259.0,220.0,,679.0,356.0,,,589.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,32.0,,,,,,,,,,,,,,,,1639.95,1639.95,1639.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,90.0,,2259.0,866.0,,679.0,356.0,,,194.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,32.0,,,,,,,,,,,,,,,,1759.95,1759.95,1759.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,70.0,,2259.0,866.0,,679.0,356.0,,,194.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,819.95,819.95,819.95,,,,8.0,16.0,,480.0,3.6,4.1,,,,3.6,65.0,1,120.0,78.0,,2259.0,,,679.0,327.0,,,813.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,GDDR5,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,699.95,699.95,699.95,,,,8.0,16.0,,1000.0,3.6,4.1,,,,3.6,65.0,1,120.0,89.0,,2259.0,,,124.0,327.0,,,813.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR5,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,749.95,749.95,749.95,,,,12.0,16.0,,1000.0,2.9,4.3,,,,2.9,65.0,1,133.0,89.0,,2259.0,118.0,,124.0,947.0,,,813.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,1399.95,1399.95,1399.95,,,,30.0,16.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,78.0,,2259.0,866.0,,679.0,833.0,,,337.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,1249.95,1249.95,1249.95,,,,12.0,16.0,,1000.0,2.9,4.3,,,,2.9,65.0,1,133.0,191.0,,2259.0,118.0,,679.0,947.0,,,813.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,32.0,,,,,,,,,,,,,,,,1824.95,1824.95,1824.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,487.0,,2259.0,866.0,,679.0,356.0,,,194.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,16.0,,,,,,,,,,,,,,,,1749.95,1749.95,1749.95,,,,16.0,32.0,,1000.0,2.5,5.0,,,,2.2,65.0,1,75.0,191.0,,2259.0,220.0,,679.0,356.0,,,589.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,32.0,,,,,,,,,,,,,,,,1749.95,1749.95,1749.95,,,,36.0,32.0,,1000.0,3.0,5.8,,,,3.0,125.0,1,102.0,191.0,,2259.0,866.0,,679.0,356.0,,,194.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,24.0,,,,,,,,,,,,,,,,1569.95,1569.95,1569.95,,,,30.0,16.0,,1000.0,2.1,5.2,,,,2.1,65.0,1,105.0,70.0,,2259.0,866.0,,679.0,833.0,,,337.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6X,,,,,,,,Desktop,,,,,gaming,16.0,,,,,,,,,,,,,,,,2434.95,2434.95,2434.95,,,,16.0,32.0,,1000.0,2.5,5.0,,,,2.2,65.0,1,75.0,74.0,,2259.0,220.0,,412.0,356.0,,,589.0,,,Desktop_PC
1.0,PC gaming,disco duro M.2 SSD,,wifi,,,Intel,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,964.95,964.95,964.95,,,,12.0,16.0,,1000.0,2.9,4.3,,,,2.9,65.0,1,133.0,78.0,,2259.0,118.0,,679.0,947.0,,,813.0,,,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,944.95,944.95,944.95,,,,8.0,16.0,,480.0,3.6,4.1,,,,3.6,65.0,1,120.0,78.0,,2259.0,,,679.0,327.0,,,813.0,,478.0,Desktop_PC
1.0,PC gaming,disco duro SSD,,wifi,,,AMD,,DDR4,GDDR6,,,,,,,,Desktop,,,,,gaming,12.0,,,,,,,,,,,,,,,,914.95,914.95,914.95,,,,8.0,16.0,,1000.0,3.6,4.1,,,,3.6,65.0,1,120.0,41.0,,2259.0,,,54.0,327.0,,,813.0,,478.0,Desktop_PC
